LeftBreakpoint,RightBreakpoint,FFPM,Total_Count_(SC+RC),Splice_Site,Total_Mapped_Reads,Left_Exon,Right_Exon,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,exon_count5,exon_count3,LeftStrand_+,LeftStrand__,RightStrand__,RightStrand_+,Chromosome_Feature_Interchromosomal,Chromosome_Feature_Intrachromosomal,Same_Strand_No,Same_Strand_Yes,Reciprocal_Fusion_Yes,Reciprocal_Fusion_No,Splice_Pattern_InFrame,Splice_Pattern_FrameShift,Splice_Pattern_Unknown,Splice_Pattern_Class_CanonicalPattern,Splice_Pattern_Class_NonCanonicalPattern,5_loc_M,5_loc_S,5_loc_E,5_loc_O,3_loc_M,3_loc_S,3_loc_E,3_loc_O,alternative_junction_Yes,alternative_junction_No
19537529,10081731,0.5048,2.0,0,3961965.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5051,2.0,0,3959612.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5052,2.0,0,3958828.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.505,2.0,0,3960396.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5053,2.0,0,3958045.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5057,2.0,0,3954914.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5058,2.0,0,3954132.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5062,2.0,0,3951008.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5063,2.0,0,3950227.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5066,2.0,0,3947888.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5068,2.0,0,3946330.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5069,2.0,0,3945551.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5072,2.0,0,3943218.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5073,2.0,0,3942440.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5074,2.0,0,3941663.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5075,2.0,0,3940887.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5078,2.0,0,3938558.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5084,2.0,0,3933910.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.508,5.0,0,9842520.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5088,2.0,0,3930818.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5091,2.0,0,3928501.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5093,2.0,0,3926959.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5095,2.0,0,3925417.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5116,2.0,0,3909304.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.517,2.0,0,3868472.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.521,2.0,0,3838772.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5289,4.0,0,7562866.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5421,4.0,0,7378712.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5502,2.0,0,3635042.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5535,6.0,0,10840108.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5613,2.0,0,3563157.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5695,2.0,0,3511853.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5699,6.0,0,10528163.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.5704,2.0,0,3506311.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6152,2.0,0,3250975.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6267,5.0,0,7978299.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6389,3.0,0,4695571.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6403,2.0,0,3123536.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6494,2.0,0,3079766.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6587,2.0,0,3036284.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6643,6.0,0,9032064.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6922,2.0,0,2889338.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.6994,2.0,0,2859594.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7099,4.0,0,5634596.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7149,6.0,0,8392782.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.727,2.0,0,2751032.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7521,3.0,0,3988831.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7522,3.0,0,3988301.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7533,8.0,0,10619939.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7571,3.0,0,3962488.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7573,3.0,0,3961442.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7574,3.0,0,3960919.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7581,3.0,0,3957262.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7591,3.0,0,3952048.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7593,3.0,0,3951008.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7595,3.0,0,3949967.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7596,3.0,0,3949447.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7602,3.0,0,3946330.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7603,3.0,0,3945811.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7607,3.0,0,3943736.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7609,3.0,0,3942699.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7611,3.0,0,3941663.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7612,3.0,0,3941146.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7615,3.0,0,3939593.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7616,3.0,0,3939076.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7617,3.0,0,3938558.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7619,3.0,0,3937525.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7622,3.0,0,3935975.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7623,3.0,0,3935458.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.762,3.0,0,3937008.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7625,3.0,0,3934426.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7631,3.0,0,3931333.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7632,3.0,0,3930818.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7636,3.0,0,3928759.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7651,3.0,0,3921056.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7652,3.0,0,3920544.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7676,3.0,0,3908286.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7678,3.0,0,3907268.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7694,3.0,0,3899142.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7739,3.0,0,3876470.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.7741,3.0,0,3875468.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.799,2.0,0,2503129.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.8337,3.0,0,3598417.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.83,3.0,0,3614458.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.8487,3.0,0,3534818.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.8548,3.0,0,3509593.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.8959,3.0,0,3348588.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.8979,3.0,0,3341129.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,0.9121,3.0,0,3289113.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0068,4.0,0,3972984.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0073,3.0,0,2978259.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0094,4.0,0,3962750.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0107,4.0,0,3957653.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0115,4.0,0,3954523.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0122,4.0,0,3951788.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0128,4.0,0,3949447.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0134,4.0,0,3947109.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0136,4.0,0,3946330.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0137,4.0,0,3945941.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0141,4.0,0,3944384.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0146,4.0,0,3942440.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0162,4.0,0,3936233.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0164,4.0,0,3935458.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0167,4.0,0,3934297.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0172,4.0,0,3932363.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0177,4.0,0,3930431.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0178,4.0,0,3930045.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0202,4.0,0,3920800.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0205,4.0,0,3919647.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
19537529,10081731,1.0287,4.0,0,3888403.0,3.0,2.0,19537090.0,19538820.0,1731.0,10079998.0,10082057.0,2060.0,1,6,6,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
