LeftBreakpoint,RightBreakpoint,FFPM,Total_Count_(SC+RC),Splice_Site,Total_Mapped_Reads,Left_Exon,Right_Exon,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,exon_count5,exon_count3,LeftStrand__,LeftStrand_+,RightStrand__,RightStrand_+,Chromosome_Feature_Intrachromosomal,Chromosome_Feature_Interchromosomal,Same_Strand_Yes,Same_Strand_No,Reciprocal_Fusion_No,Reciprocal_Fusion_Yes,Splice_Pattern_FrameShift,Splice_Pattern_InFrame,Splice_Pattern_Unknown,Splice_Pattern_Class_CanonicalPattern,Splice_Pattern_Class_NonCanonicalPattern,5_loc_S,5_loc_E,5_loc_M,3_loc_E,3_loc_S,3_loc_M,3_loc_O,alternative_junction_Yes,alternative_junction_No
7207089,6853232,0.3801,2.0,0,5261773,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
10653957,10633836,0.7597,3.0,0,3948927,2,1.0,10651744,10657282,5538,10633619,10639036,5417,1,5,8,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
26235521,24840565,3.0508,9.0,40,2950046,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13573491,13591228,1.2752,5.0,0,3920954,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
16353052,15890850,0.758,3.0,0,3957784,4,4.0,16342728,16353898,11170,15888840,15891988,3148,1,16,11,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
24615723,21342827,3.2822,13.0,0,3960758,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13884192,21648538,0.5072,2.0,3,3943218,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13573491,13591228,2.0899,8.0,0,3827934,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
13884190,21648536,0.5046,3.0,28,5945303,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26235524,24840568,5.7707,23.0,71,3985652,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18848095,6094099,0.7553,3.0,4,3971932,9,3.0,18842553,18849741,7188,6092682,6095080,2398,1,11,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
7207352,6853002,1.2624,5.0,0,3960710,8,3.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
24615723,21342827,2.7413,13.0,0,4742276,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13573491,13591228,0.69,2.0,0,2898551,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
24615723,21342827,2.5248,7.0,0,2772497,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
20038967,20029143,0.7601,3.0,0,3946849,1,2.0,20038670,20041210,2540,20028052,20030055,2003,1,9,2,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
21269379,21268452,1.0105,4.0,20,3958436,26,3.0,21269149,21276017,6868,21268194,21269031,837,1,26,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
23445599,23439653,2.182,8.0,0,3666361,5,2.0,23444203,23446355,2152,23438396,23441060,2664,1,7,3,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
24615723,21342827,1.2664,5.0,0,3948200,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
26235779,24840620,1.1176,2.0,1,1789549,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,1.267,5.0,0,3946330,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
4434127,4378400,0.5068,3.0,23,5919495,2,2.0,4433047,4435305,2258,4377097,4379575,2478,3,8,3,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26235518,24840562,2.7976,11.0,55,3931942,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25619156,25059179,3.0312,12.0,0,3958828,5,9.0,25618606,25620223,1617,25056025,25062670,6645,1,7,20,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
18848095,6094099,0.1771,2.0,4,11293055,9,3.0,18842553,18849741,7188,6092682,6095080,2398,1,11,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
22309259,22314366,0.3867,3.0,7,7757952,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,3.0282,12.0,0,3962750,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
15186109,15188335,0.5093,2.0,89,3926959,2,3.0,15184947,15186854,1907,15187487,15189290,1803,1,2,3,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
2361678,5045312,0.7599,3.0,0,3947888,2,3.0,2359114,2362375,3261,5042240,5045556,3316,1,5,3,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
9496577,9513581,1.0105,4.0,0,3958436,2,6.0,9495983,9497313,1330,9511859,9516688,4829,1,2,10,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
10653957,10633836,1.04,3.0,0,2884615,2,1.0,10651744,10657282,5538,10633619,10639036,5417,1,5,8,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
7535404,7483288,2.8123,6.0,0,2133485,6,1.0,7533946,7536496,2550,7483159,7483861,702,3,9,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
1605816,1599614,0.7649,3.0,0,3922081,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
16860569,16873544,1.991,3.0,0,1506781,3,6.0,16855500,16861529,6029,16871578,16874367,2789,1,23,7,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
13573491,13591228,1.6063,6.0,0,3735292,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
24615723,21342827,5.282,12.0,0,2271867,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
26235518,24840562,4.8336,19.0,55,3930818,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5045410,2360278,2.0234,8.0,0,3953741,3,3.0,5042240,5045556,3316,2359114,2362375,3261,1,3,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1605816,1599614,0.7651,3.0,0,3921056,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
1605816,1599614,0.7534,3.0,0,3981949,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
22309262,22314369,0.6349,2.0,29,3150102,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13573491,13591228,0.5659,2.0,0,3534193,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
9077254,943039,0.5072,2.0,0,3943218,1,2.0,9076107,9077379,1272,941062,943377,2315,2,3,10,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
10836510,10859913,0.9934,2.0,0,2013288,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
22309259,22314366,1.0724,2.0,7,1864976,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,3.0385,12.0,0,3949317,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
1605816,1599614,0.559,2.0,0,3577818,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
24615723,21342827,0.7606,3.0,0,3944255,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
24615723,21342827,1.6863,4.0,0,2372057,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
5045410,2360278,0.8245,3.0,0,3638569,3,3.0,5042240,5045556,3316,2359114,2362375,3261,1,3,5,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1
1605816,1599614,1.5087,6.0,0,3976934,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
26235518,24840562,2.7941,11.0,55,3936867,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26235519,24840563,1.1574,8.0,66,6912044,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26235779,24840620,0.7528,3.0,1,3985122,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342660,0.5127,2.0,0,3900917,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
26235779,24840620,3.3166,13.0,1,3919677,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5984167,6994363,1.5208,6.0,36,3945292,1,2.0,5983683,5984308,625,6994045,6995237,1192,1,1,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
24615723,21342827,1.7715,7.0,0,3951454,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
10836510,10859913,0.8253,3.0,0,3635042,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
19537529,10081731,0.6643,6.0,0,9032064,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
26235779,24840620,3.0,12.0,1,4000000,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1605816,1599614,0.5953,3.0,0,5039476,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
22309259,22314366,0.5097,2.0,7,3923877,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
29925788,29934336,0.2658,2.0,0,7524455,2,5.0,29924023,29926636,2613,29932578,29938856,6278,1,7,10,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
13573491,13591228,1.0163,4.0,0,3935846,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
26235779,24840620,3.0248,12.0,1,3967204,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7535404,7483288,3.3684,17.0,0,5046907,6,1.0,7533946,7536496,2550,7483159,7483861,702,3,9,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
9496577,9513581,0.5471,3.0,0,5483458,2,6.0,9495983,9497313,1330,9511859,9516688,4829,1,2,10,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1605816,1599614,0.7691,3.0,0,3900663,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
26235779,24840620,0.5041,2.0,1,3967467,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7535613,7483445,5.3007,21.0,0,3961741,7,1.0,7533946,7536496,2550,7483159,7483861,702,3,9,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
5536047,8448855,0.5113,2.0,0,3911598,1,2.0,5535845,5538250,2405,8447378,8451569,4191,2,5,12,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
17462368,19721655,2.25,5.0,16,2222222,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,1.7743,7.0,0,3945218,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
19537529,10081731,0.5088,2.0,0,3930818,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
25619156,25059179,2.3347,4.0,0,1713282,5,9.0,25618606,25620223,1617,25056025,25062670,6645,1,7,20,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
16263699,16174672,0.1994,3.0,0,15045135,6,8.0,16260803,16265270,4467,16174001,16176172,2171,1,8,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
24615723,21342827,1.7652,5.0,0,2832540,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
18208094,18211075,2.2777,9.0,0,3951354,1,3.0,18205235,18208218,2983,18208253,18211644,3391,2,10,12,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
10836510,10859913,1.0132,6.0,0,5921832,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
13522254,10208897,1.2728,5.0,0,3928347,5,4.0,13520325,13523918,3593,10207727,10210231,2504,1,12,4,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
18208117,18211075,0.7592,3.0,0,3951528,1,3.0,18205235,18208218,2983,18208253,18211644,3391,2,10,12,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
22309259,22314366,0.5229,2.0,7,3824823,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7207089,6853232,1.2629,5.0,0,3959142,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1605816,1599614,0.6676,2.0,0,2995806,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
19537529,10081731,1.0136,4.0,0,3946330,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
13573491,13591228,1.575,2.0,0,1269841,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
24615723,21342827,1.8744,5.0,0,2667520,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13573491,13591228,0.5529,2.0,0,3617291,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
9482691,9538889,7.25,2.0,19,275862,2,8.0,9482429,9483913,1484,9538233,9544755,6522,1,3,9,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1605816,1599614,1.2715,5.0,0,3932363,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
5536047,8447612,0.5061,2.0,0,3951788,1,1.0,5535845,5538250,2405,8447378,8451569,4191,2,5,12,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
25152271,25154032,0.3223,4.0,0,12410797,1,7.0,25149329,25152563,3234,25152625,25155983,3358,1,10,9,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
24615723,21342827,2.662,9.0,0,3380917,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
22309259,22314366,0.5079,2.0,7,3937783,6,7.0,22308478,22311377,2899,22314089,22317070,2981,4,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
9077254,943039,0.5018,2.0,0,3985652,1,2.0,9076107,9077379,1272,941062,943377,2315,2,3,10,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1605816,1599614,0.7608,3.0,0,3943218,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13573491,13591228,0.5487,3.0,0,5467469,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
13884193,21648539,0.7562,3.0,27,3967204,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,1.1478,28.0,0,24394494,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
17092688,17095528,0.2976,2.0,35,6720430,1,1.0,17092669,17095132,2463,17095165,17097454,2289,1,1,5,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1605816,1599614,1.0126,4.0,0,3950227,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
24615723,21342827,1.249,10.0,0,8006405,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
16263699,16174672,0.5659,2.0,0,3534193,6,8.0,16260803,16265270,4467,16174001,16176172,2171,1,8,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
19537529,10081731,1.0287,4.0,0,3888403,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
7207089,6853232,0.447,4.0,0,8948546,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1605816,1599614,0.6031,2.0,0,3316200,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
13884193,21648539,1.25,5.0,27,4000000,2,1.0,13883167,13885063,1896,21647821,21649567,1746,8,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26235779,24840620,4.0764,16.0,1,3925032,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,1.5418,6.0,0,3891555,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
24615723,21342827,3.1943,8.0,0,2504461,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13573491,13591228,1.1275,11.0,0,9756098,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
17462369,19721654,0.51,2.0,12,3921569,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13670988,13853795,0.53,2.0,13,3773585,19,1.0,13666396,13671754,5358,13853699,13856297,2598,3,19,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24615723,21342827,2.0348,8.0,0,3931590,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
19537529,10081731,1.5241,6.0,0,3936750,3,2.0,19537090,19538820,1730,10079998,10082057,2059,1,6,6,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1
1605816,1599614,0.6428,2.0,0,3111388,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
10836510,10859913,1.1752,4.0,0,3403676,15,2.0,10835735,10840872,5137,10858232,10860322,2090,2,16,7,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
24615723,21342827,2.289,3.0,0,1310616,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
21268380,21270720,0.7574,3.0,0,3960919,3,21.0,21268194,21269031,837,21269149,21276017,6868,1,3,26,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1
24615723,21342827,2.029,8.0,0,3942829,1,2.0,24615253,24620053,4800,21339274,21343965,4691,2,11,14,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
13573491,13591228,2.3849,6.0,0,2515829,7,7.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
23589824,19244379,0.1787,2.0,37,11191942,19,7.0,23588936,23595925,6989,19242654,19246154,3500,2,21,11,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
17449747,18542373,0.9096,11.0,0,12093228,6,2.0,17446818,17450742,3924,18542060,18542690,630,2,7,2,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
16263699,16174672,1.0101,4.0,0,3960004,6,8.0,16260803,16265270,4467,16174001,16176172,2171,1,8,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
7207229,6853232,1.7786,7.0,0,3935680,8,2.0,7201522,7209692,8170,6851184,6853912,2728,3,16,10,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0
5207144,5210629,0.3134,10.0,0,31908105,6,3.0,5206002,5209979,3977,5210181,5212349,2168,1,8,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
5924560,11457323,0.3361,3.0,42,8925915,1,1.0,5924372,5927041,2669,11456802,11463896,7094,1,3,12,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
26235518,24840562,8.3617,33.0,55,3946566,1,4.0,26235071,26238542,3471,24839090,24840806,1716,10,6,4,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
