LeftBreakpoint,RightBreakpoint,LeftStrand,RightStrand,Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Site,Splice_Pattern_Class,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
55785766,50523904,-,-,Intrachromosomal,Yes,No,TG-AG,NonCanonicalPattern,5,2,S,E,55773591,55791751,18161,50479724,50528805,49082,1,No,9,14,1
33596419,119619230,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,9,2,E,E,33563877,33695648,131772,119573839,119683295,109457,1,No,20,6,1
60036717,59954584,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,9,26,E,S,59992548,60053504,60957,59854524,59974355,119832,2,Yes,10,29,1
97156977,97424057,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,11,14,S,E,97071530,97321171,249642,97423153,97453900,30748,1,No,31,14,1
37879913,37944627,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,18,6,E,E,37844393,37884915,40523,37921198,38020441,99244,1,No,27,8,1
16481118,1208861,-,+,Intrachromosomal,No,No,TG-GG,NonCanonicalPattern,5,2,S,S,16473147,16617118,143972,1201710,1225232,23523,1,No,9,12,1
29288009,53512674,+,+,Interchromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,9,E,S,29213840,29410518,196679,53497274,53518323,21050,1,No,13,15,1
42998776,20905723,-,+,Intrachromosomal,No,No,GG-GG,NonCanonicalPattern,2,3,S,S,42979727,43010962,31236,20861886,20941919,80034,1,No,8,17,1
44202051,40389757,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,6,E,E,44173218,44396831,223614,40388109,40755343,367235,1,No,11,6,1
47205344,47632327,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,1,27,S,E,47057898,47205467,147570,47627378,47823405,196028,1,No,21,28,1
909683,35515820,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,4,2,S,E,855484,931702,76219,35453375,35547176,93802,1,No,17,11,1
108225601,108709173,+,+,Intrachromosomal,Yes,Yes,GT-GA,NonCanonicalPattern,61,14,E,S,108093559,108239826,146268,108535816,108811650,275835,1,No,63,18,1
110841332,103271328,-,-,Intrachromosomal,Yes,No,CG-AG,NonCanonicalPattern,1,4,S,E,110810705,110841535,30831,103232104,103311381,79278,1,No,10,13,1
33290595,33029883,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,1,4,E,S,33290510,33371155,80646,33025209,33039062,13854,2,Yes,16,9,1
61469237,61815794,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,19,S,E,61410522,61469649,59128,61788159,62149488,361330,1,No,6,21,1
154471293,153791905,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,4,4,E,S,154387498,154557863,170366,153701112,153833064,131953,1,No,35,9,1
18690779,36376124,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,3,S,E,18529701,18691812,162112,36336397,36401195,64799,2,Yes,33,12,1
54266006,108489872,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,8,6,E,E,54243820,54326103,82284,108333421,108924292,590872,1,No,15,27,1
72923198,51501543,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,2,E,S,72922731,73001901,79171,51483892,51544596,60705,1,No,2,10,1
35928222,1770677,-,-,Intrachromosomal,Yes,No,CG-AG,NonCanonicalPattern,8,2,S,E,35899091,36023004,123914,1716729,1822495,105767,1,No,20,12,1
61850772,1282739,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,3,S,E,61822610,61851088,28479,1253282,1295162,41881,1,No,13,16,1
97299374,99266315,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,4,2,E,E,97274167,97346774,72608,99204387,99306621,102235,1,No,13,12,1
3069206,1553728,+,+,Intrachromosomal,Yes,No,GT-GA,NonCanonicalPattern,2,19,E,S,3068496,3149842,81347,1100404,1602697,502294,1,No,13,20,1
112493813,73581764,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,12,8,S,E,112429134,112575828,146695,73576055,73611082,35028,1,No,39,14,1
161349800,168067245,-,+,Intrachromosomal,No,No,GG-GC,NonCanonicalPattern,1,3,S,S,161128662,161350318,221657,167759975,168116263,356289,1,No,14,10,1
25553933,22084276,-,-,Intrachromosomal,Yes,No,AG-AG,NonCanonicalPattern,5,2,S,E,25548764,25559013,10250,22004791,22109688,104898,1,No,7,11,1
50180573,2980098,+,+,Intrachromosomal,Yes,No,GT-GC,NonCanonicalPattern,1,3,E,S,50180496,50191704,11209,2977536,2995182,17647,2,Yes,11,17,1
65103285,65688688,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,31,10,S,S,65066554,65241319,174766,65373924,65689647,315724,1,No,33,10,1
100026163,99961067,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,2,2,E,S,100025494,100889808,864315,99956631,99964328,7698,2,Yes,8,4,1
100623094,101604541,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,6,17,S,S,100163715,100759037,595323,101436613,101613287,176675,1,No,24,21,1
100784229,228176502,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,6,52,E,S,100737981,100791347,53367,228029281,228179507,150227,1,No,9,52,1
23258803,21706520,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,23244784,23632296,387513,21462647,21792816,330170,1,No,6,8,1
98741349,226259052,-,+,Interchromosomal,No,No,GG-GG,NonCanonicalPattern,1,4,S,S,98625064,98741723,116660,226250421,226259703,9283,1,No,19,4,1
40572145,40762624,-,+,Intrachromosomal,No,No,GG-GA,NonCanonicalPattern,39,2,S,S,40557404,40685556,128153,40752213,40769815,17603,1,No,42,5,1
34017048,32988122,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,3,S,E,33921691,34048947,127257,32972608,33001626,29019,2,Yes,29,8,1
18655745,17809960,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,11,S,E,18627948,18656020,28073,17809595,18034637,225043,1,No,6,11,1
114519948,8733946,-,-,Interchromosomal,Yes,No,TG-AG,NonCanonicalPattern,4,11,S,E,114057517,114866127,808611,8314246,10612509,2298264,1,No,10,45,1
131370263,25679889,-,-,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,2,3,S,E,131064353,131414217,349865,25629016,25801488,172473,1,No,29,8,1
83812241,84403397,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,1,2,S,E,83739814,83812400,72587,84382092,84406290,24199,1,No,26,9,1
33731752,33780147,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,4,4,M,E,33724556,33758025,33470,33762490,33796071,33582,1,No,4,10,1
97006972,97200937,-,-,Intrachromosomal,Yes,No,GG-AG,NonCanonicalPattern,5,1,S,E,96997329,97050781,53453,97071530,97321171,249642,5,Yes,7,22,1
39616559,19251193,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,4,E,E,39616420,39670046,53627,19246483,19266046,19564,1,No,8,7,1
52433149,51656320,+,+,Intrachromosomal,Yes,No,GT-GG,NonCanonicalPattern,3,7,E,S,52430688,52449005,18318,51645558,51656783,11226,1,No,6,7,1
46594488,46238871,+,+,Intrachromosomal,Yes,No,GT-GT,NonCanonicalPattern,3,11,E,S,46546499,46639653,93155,46067687,46240829,173143,1,No,8,12,1
100034005,12693559,+,-,Interchromosomal,No,No,GT-TC,NonCanonicalPattern,3,2,M,M,100032908,100034400,1493,12663451,12694759,31309,1,No,3,3,0
100034005,152287953,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,2,M,E,100032908,100034400,1493,152274651,152297679,23029,1,No,3,3,0
100191048,179106032,-,+,Interchromosomal,No,No,GC-TG,NonCanonicalPattern,7,2,E,M,100175956,100206704,30749,179105584,179107969,2386,1,No,10,2,0
100191048,179106032,-,+,Interchromosomal,No,No,GC-TG,NonCanonicalPattern,7,2,E,M,100175956,100206704,30749,179105584,179107969,2386,1,No,20,2,0
100191048,52543880,-,-,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,7,2,E,E,100175956,100206704,30749,52541053,52546189,5137,1,No,10,3,0
100191048,52543880,-,-,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,7,2,E,E,100175956,100206704,30749,52541053,52546189,5137,1,No,20,3,0
100191048,52543880,-,-,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,7,3,E,E,100175956,100206704,30749,52541053,52546189,5137,1,No,10,4,0
100191048,52543880,-,-,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,7,3,E,E,100175956,100206704,30749,52541053,52546189,5137,1,No,20,4,0
10028948,153631963,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,5,E,E,10028595,10046944,18350,153629579,153640427,10849,1,No,2,8,0
10028948,153631963,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,6,E,E,10028595,10046944,18350,153629579,153640427,10849,1,No,2,9,0
10028948,153631963,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,7,E,E,10028595,10046944,18350,153629579,153640427,10849,1,No,2,10,0
100321323,14142369,+,-,Interchromosomal,No,No,TA-CT,NonCanonicalPattern,5,1,E,M,100318423,100321323,2901,14142262,14164026,21765,1,No,5,14,0
100331649,42917390,+,-,Interchromosomal,No,No,CT-CT,NonCanonicalPattern,5,1,M,M,100330361,100347132,16772,42913684,42917633,3950,1,No,5,1,0
100332584,26946291,+,+,Interchromosomal,Yes,No,AA-TG,NonCanonicalPattern,5,3,M,M,100330361,100347132,16772,26934457,26947480,13024,1,No,5,3,0
100460527,145039905,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,7,4,E,E,100432200,100463460,31261,145030456,145061904,31449,1,No,9,7,0
100492764,240656776,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,2,E,E,100474933,100519485,44553,240652873,240775462,122590,1,No,24,2,0
100514215,16388663,+,-,Interchromosomal,No,No,TG-GC,NonCanonicalPattern,22,31,M,M,100511643,100882183,370541,16326389,16388667,62279,1,No,22,31,0
100674502,133573726,+,-,Interchromosomal,No,No,GT-CA,NonCanonicalPattern,2,1,E,E,100663364,100702140,38777,133572745,133573726,982,1,No,13,1,0
100694962,19509931,+,+,Interchromosomal,Yes,No,GT-CT,NonCanonicalPattern,8,18,E,M,100663364,100702140,38777,19422057,19510435,88379,1,No,13,18,0
100694962,19509931,+,+,Interchromosomal,Yes,No,GT-CT,NonCanonicalPattern,8,21,E,M,100663364,100702140,38777,19422057,19510435,88379,1,No,13,21,0
100694962,19509931,+,+,Interchromosomal,Yes,No,GT-CT,NonCanonicalPattern,8,22,E,M,100663364,100702140,38777,19422057,19510435,88379,1,No,13,22,0
100701848,142397059,+,-,Interchromosomal,No,No,GC-TC,NonCanonicalPattern,13,3,M,M,100663364,100702140,38777,142396745,142409936,13192,1,No,13,3,0
101148058,81187752,+,+,Interchromosomal,Yes,No,GT-TC,NonCanonicalPattern,9,1,E,M,101088856,101154087,65232,81187742,81212171,24430,1,No,11,2,0
101148058,81187752,+,+,Interchromosomal,Yes,No,GT-TC,NonCanonicalPattern,9,1,E,M,101088856,101154087,65232,81187742,81212171,24430,1,No,11,3,0
101193197,43752906,+,-,Interchromosomal,No,No,TG-AG,NonCanonicalPattern,6,2,M,E,101179418,101193201,13784,43752067,43753106,1040,1,No,6,3,0
101296278,86451944,+,+,Interchromosomal,Yes,No,AA-AG,NonCanonicalPattern,2,18,M,M,101292690,101296281,3592,86451613,86536342,84730,1,No,2,18,0
101349412,154139025,+,-,Interchromosomal,No,No,TG-TA,NonCanonicalPattern,1,10,M,M,101347049,101351125,4077,154127780,154164609,36830,1,No,1,10,0
101349412,50361883,+,-,Interchromosomal,No,No,TG-AG,NonCanonicalPattern,1,10,M,M,101347049,101351125,4077,50354416,50363999,9584,1,No,1,12,0
101381675,228766255,+,-,Interchromosomal,No,No,CT-GC,NonCanonicalPattern,1,1,E,E,101380818,101381675,858,228766135,228766255,121,1,No,1,1,0
101854775,68948443,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,8,E,M,101854158,101859087,4930,68939835,68962799,22965,1,No,3,12,0
101856905,80677970,+,-,Interchromosomal,No,No,GT-TT,NonCanonicalPattern,3,1,M,M,101854158,101859087,4930,80663869,80678525,14657,1,No,3,2,0
101906523,113697857,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,1,15,E,E,101906294,101914011,7718,113682984,113775460,92477,1,No,3,17,0
101906523,113697857,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,1,15,E,E,101906294,101914011,7718,113682984,113775460,92477,1,No,4,17,0
101906523,113697857,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,1,15,E,E,101906294,101914011,7718,113682984,113775460,92477,1,No,5,17,0
102100581,73152065,-,-,Interchromosomal,Yes,No,CT-AG,NonCanonicalPattern,7,3,M,E,101981210,102104154,122945,73150424,73153190,2767,1,No,7,3,0
102100581,73152065,-,-,Interchromosomal,Yes,No,CT-AG,NonCanonicalPattern,7,3,M,E,101981210,102104154,122945,73150424,73153190,2767,1,No,7,5,0
102100581,73152065,-,-,Interchromosomal,Yes,No,CT-AG,NonCanonicalPattern,7,3,M,E,101981210,102104154,122945,73150424,73153190,2767,1,No,7,6,0
102100581,73152065,-,-,Interchromosomal,Yes,No,CT-AG,NonCanonicalPattern,9,3,M,E,101981210,102104154,122945,73150424,73153190,2767,1,No,9,3,0
102100581,73152065,-,-,Interchromosomal,Yes,No,CT-AG,NonCanonicalPattern,9,3,M,E,101981210,102104154,122945,73150424,73153190,2767,1,No,9,5,0
102100581,73152065,-,-,Interchromosomal,Yes,No,CT-AG,NonCanonicalPattern,9,3,M,E,101981210,102104154,122945,73150424,73153190,2767,1,No,9,6,0
102197805,197568,+,+,Interchromosomal,Yes,No,GT-TT,NonCanonicalPattern,2,3,E,M,102196774,102198862,2089,194146,200893,6748,1,No,4,3,0
102285837,75787430,-,+,Interchromosomal,No,No,GT-TT,NonCanonicalPattern,1,5,M,M,102284970,102286346,1377,75786029,75834255,48227,1,No,2,5,0
1024959,71997431,+,+,Interchromosomal,Yes,No,GT-CC,NonCanonicalPattern,4,1,E,M,1022835,1029276,6442,71996897,71998919,2023,1,No,9,1,0
1031269,45052398,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,1,2,M,E,1029761,1031708,1948,45041045,45060150,19106,1,No,2,8,0
10332110,63870922,-,-,Interchromosomal,Yes,No,TT-TT,NonCanonicalPattern,2,1,M,M,10332109,10341948,9840,63869613,63870966,1354,1,No,2,1,0
103381800,34177069,-,-,Interchromosomal,Yes,No,CA-AG,NonCanonicalPattern,4,2,M,M,103381717,103411120,29404,34175216,34181237,6022,1,No,4,3,0
103518731,31869102,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,10,2,E,E,103498174,103528345,30172,31867394,31869769,2376,1,No,15,2,0
10362943,151284077,-,-,Interchromosomal,Yes,No,AC-AG,NonCanonicalPattern,1,3,M,E,10362640,10370736,8097,151282526,151286444,3919,1,No,8,3,0
10362943,151284077,-,-,Interchromosomal,Yes,No,AC-AG,NonCanonicalPattern,1,3,M,E,10362640,10370736,8097,151282526,151286444,3919,1,No,9,3,0
10362943,151284077,-,-,Interchromosomal,Yes,No,AC-AG,NonCanonicalPattern,2,3,M,E,10362640,10370736,8097,151282526,151286444,3919,1,No,10,3,0
104384034,103399910,+,+,Interchromosomal,Yes,No,GT-AT,NonCanonicalPattern,1,37,E,M,104383786,104395217,11432,103398716,103523742,125027,1,No,4,37,0
104384034,1705264,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,104383786,104395217,11432,1704500,1706859,2360,1,No,4,3,0
104384034,210405116,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,104383786,104395217,11432,210404804,210407466,2663,1,No,4,2,0
10460683,10512612,+,-,Interchromosomal,No,No,GT-CT,NonCanonicalPattern,1,1,E,M,10457050,10469850,12801,10463859,10512617,48759,1,No,5,4,0
10460683,10512612,+,-,Interchromosomal,No,No,GT-CT,NonCanonicalPattern,1,1,E,M,10457050,10469850,12801,10463859,10512617,48759,1,No,6,4,0
10460683,10512612,+,-,Interchromosomal,No,No,GT-CT,NonCanonicalPattern,2,1,E,M,10457050,10469850,12801,10463859,10512617,48759,1,No,7,4,0
10462287,137685330,+,-,Interchromosomal,No,No,GT-AC,NonCanonicalPattern,2,5,E,M,10457050,10469850,12801,137673224,137685418,12195,1,No,5,5,0
10462287,137685330,+,-,Interchromosomal,No,No,GT-AC,NonCanonicalPattern,3,5,E,M,10457050,10469850,12801,137673224,137685418,12195,1,No,6,5,0
10462287,137685330,+,-,Interchromosomal,No,No,GT-AC,NonCanonicalPattern,4,5,E,M,10457050,10469850,12801,137673224,137685418,12195,1,No,7,5,0
104653871,18255417,-,-,Interchromosomal,Yes,No,CC-AG,NonCanonicalPattern,1,22,M,M,104650989,104654588,3600,18208603,18262499,53897,1,No,1,27,0
105391327,65265876,+,-,Interchromosomal,No,No,GT-GC,NonCanonicalPattern,1,1,E,M,105391187,105399573,8387,65265233,65273940,8708,1,No,11,1,0
105807846,44921399,-,-,Interchromosomal,Yes,No,CG-AG,NonCanonicalPattern,30,1,M,M,105791046,105845638,54593,44915892,44924960,9069,1,No,56,1,0
105859924,74079426,+,+,Interchromosomal,Yes,No,GT-GC,NonCanonicalPattern,1,1,E,M,105858200,105859924,1725,74078278,74079515,1238,1,No,1,3,0
106143383,53894709,+,+,Interchromosomal,Yes,No,AC-TC,NonCanonicalPattern,5,1,E,M,106118364,106143383,25020,53894705,53900215,5511,1,No,5,9,0
106152152,26576639,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,10,2,E,E,106113522,106214848,101327,26572740,26578444,5705,1,No,18,2,0
10633193,41325311,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,3,M,E,10616639,10633646,17008,41321107,41327391,6285,1,No,6,4,0
107040107,101115333,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,2,4,E,E,106987575,107040107,52533,101109435,101142404,32970,1,No,2,7,0
107040107,101115333,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,2,5,E,E,106987575,107040107,52533,101109435,101142404,32970,1,No,2,8,0
107282595,117692687,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,2,E,M,107282473,107764922,482450,117690790,117698807,8018,1,No,16,2,0
107642647,75878659,+,-,Interchromosomal,No,No,GT-TC,NonCanonicalPattern,1,2,E,M,107642475,107647754,5280,75875109,75880169,5061,1,No,2,2,0
107975808,25597217,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,2,M,E,107975727,107979607,3881,25593571,25604648,11078,1,No,1,2,0
107979596,183959192,+,+,Interchromosomal,Yes,No,GT-TG,NonCanonicalPattern,1,18,M,E,107975727,107979607,3881,183948317,183960117,11801,1,No,1,19,0
108170421,25543349,+,+,Interchromosomal,Yes,No,AG-AG,NonCanonicalPattern,1,15,E,M,108168162,108170421,2260,25530930,25757445,226516,1,No,1,16,0
108170421,47018145,+,+,Interchromosomal,Yes,No,AG-AG,NonCanonicalPattern,1,2,E,M,108168162,108170421,2260,47014854,47018906,4053,1,No,1,7,0
108170421,7866237,+,-,Interchromosomal,No,No,AG-AG,NonCanonicalPattern,1,7,E,E,108168162,108170421,2260,7863631,7921093,57463,1,No,1,8,0
108425367,62514809,+,-,Interchromosomal,No,No,AG-CT,NonCanonicalPattern,1,1,M,M,108424738,108425393,656,62505204,62514856,9653,1,No,1,2,0
108614442,41886446,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,18,E,E,108602995,108630439,27445,41878167,41910538,32372,1,No,9,19,0
108614442,41886446,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,19,E,E,108602995,108630439,27445,41878167,41910538,32372,1,No,9,20,0
108676959,48956818,+,-,Interchromosomal,No,No,GT-CC,NonCanonicalPattern,4,1,E,E,108616098,108844258,228161,48955221,48956818,1598,1,No,13,1,0
10902995,231472849,+,+,Interchromosomal,Yes,No,GT-GC,NonCanonicalPattern,7,1,E,M,10887064,10974542,87479,231468482,231473578,5097,1,No,30,1,0
109085540,65958692,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,4,1,E,M,109065636,109125854,60219,65958659,65959559,901,1,No,22,1,0
109085540,65958692,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,5,1,E,M,109065636,109125854,60219,65958659,65959559,901,1,No,23,1,0
109098907,77495034,+,-,Interchromosomal,No,No,GT-CG,NonCanonicalPattern,10,1,E,E,109065636,109125854,60219,77490886,77495034,4149,1,No,22,1,0
109098907,77495034,+,-,Interchromosomal,No,No,GT-CG,NonCanonicalPattern,11,1,E,E,109065636,109125854,60219,77490886,77495034,4149,1,No,23,1,0
109256151,24390020,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,31,E,E,109255556,109285371,29816,24382531,24438665,56135,1,No,13,37,0
109260653,57398745,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,109255556,109285371,29816,57392618,57400230,7613,1,No,13,2,0
109400123,49794024,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,11,E,E,109400007,109401146,1140,49792889,49828474,35586,1,No,3,12,0
109525995,733234,-,-,Interchromosomal,Yes,No,TT-AG,NonCanonicalPattern,3,7,M,E,109525993,109531293,5301,731667,734439,2773,1,No,3,9,0
109525995,733234,-,-,Interchromosomal,Yes,No,TT-AG,NonCanonicalPattern,4,7,M,E,109525993,109531293,5301,731667,734439,2773,1,No,4,9,0
11039592,102789157,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,8,E,M,11039424,11040917,1494,102770402,102796334,25933,1,No,2,11,0
110522890,3209657,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,16,E,E,110501624,110553423,51800,3208063,3218373,10311,1,No,15,19,0
110756621,131280942,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,110749150,110765863,16714,131252575,131281391,28817,1,No,7,7,0
110773132,62189788,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,M,110772486,110793471,20986,62186523,62190667,4145,1,No,3,3,0
11159967,132722594,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,2,3,E,M,11158998,11162108,3111,132722304,132737446,15143,1,No,3,3,0
111756310,58120133,+,-,Interchromosomal,No,No,AG-CA,NonCanonicalPattern,1,1,M,M,111755286,111756941,1656,58118379,58120351,1973,1,No,1,1,0
112064420,46938496,+,-,Interchromosomal,No,No,GT-CT,NonCanonicalPattern,3,7,E,M,112046208,112089652,43445,46897648,46939149,41502,1,No,12,7,0
112066677,13350447,+,-,Interchromosomal,No,No,GT-CA,NonCanonicalPattern,4,1,E,E,112051916,112081659,29744,13350145,13350447,303,1,No,6,1,0
112066677,13350447,+,-,Interchromosomal,No,No,GT-CA,NonCanonicalPattern,5,1,E,E,112051916,112081659,29744,13350145,13350447,303,1,No,7,1,0
112162944,101540466,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,12,1,E,M,112043218,112181936,138719,101540364,101540920,557,1,No,16,1,0
112162944,101540466,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,13,1,E,M,112043218,112181936,138719,101540364,101540920,557,1,No,17,1,0
112162944,102745371,+,-,Interchromosomal,No,No,GT-TG,NonCanonicalPattern,12,14,E,M,112043218,112181936,138719,102732286,102745372,13087,1,No,16,14,0
112162944,102745371,+,-,Interchromosomal,No,No,GT-TG,NonCanonicalPattern,13,14,E,M,112043218,112181936,138719,102732286,102745372,13087,1,No,17,14,0
112198280,283175,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,5,E,E,112196993,112203604,6612,279561,288308,8748,1,No,5,6,0
112683049,32635667,-,-,Interchromosomal,Yes,No,AC-CC,NonCanonicalPattern,1,1,M,E,112682639,112684118,1480,32629452,32635667,6216,1,No,1,1,0
11417354,90060781,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,5,6,M,M,11406824,11437672,30849,89990397,90063420,73024,1,No,7,6,0
11417354,90060781,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,5,8,M,M,11406824,11437672,30849,89990397,90063420,73024,1,No,7,8,0
114737705,113831875,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,6,E,M,114737020,114764887,27868,113698016,113832197,134182,1,No,3,6,0
114737705,113831875,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,8,E,M,114737020,114764887,27868,113698016,113832197,134182,1,No,3,8,0
1147489,65345392,+,-,Interchromosomal,No,No,AT-GC,NonCanonicalPattern,1,23,E,M,1145226,1147489,2264,65339906,66024509,684604,1,No,1,23,0
115530442,73106802,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,11,M,M,115529892,115532135,2244,73087405,73108519,21115,1,No,1,11,0
11577054,118417,-,-,Interchromosomal,Yes,No,AC-CA,NonCanonicalPattern,3,1,M,E,11562143,11591803,29661,116234,118417,2184,1,No,7,1,0
11577054,57095216,-,+,Interchromosomal,No,No,AC-AG,NonCanonicalPattern,3,14,M,M,11562143,11591803,29661,57093459,57103351,9893,1,No,7,17,0
115828538,159343789,-,+,Interchromosomal,No,No,AT-TC,NonCanonicalPattern,3,1,M,M,115828537,115880857,52321,159343740,159400017,56278,1,No,3,2,0
11606274,42122311,+,-,Interchromosomal,No,No,TG-AG,NonCanonicalPattern,1,5,M,E,11584501,11606297,21797,42112957,42154895,41939,1,No,6,6,0
11606274,42122311,+,-,Interchromosomal,No,No,TG-AG,NonCanonicalPattern,1,5,M,E,11584501,11606297,21797,42112957,42154895,41939,1,No,7,6,0
11606274,42122311,+,-,Interchromosomal,No,No,TG-AG,NonCanonicalPattern,1,5,M,E,11584501,11606297,21797,42112957,42154895,41939,1,No,8,6,0
11606274,42122311,+,-,Interchromosomal,No,No,TG-AG,NonCanonicalPattern,1,5,M,E,11584501,11606297,21797,42112957,42154895,41939,1,No,9,6,0
11620715,51517859,-,+,Interchromosomal,No,No,CT-AG,NonCanonicalPattern,5,6,M,M,11619733,11633349,13617,51516000,51523431,7432,1,No,5,6,0
11654226,21563553,+,-,Interchromosomal,No,No,CA-AG,NonCanonicalPattern,1,5,E,E,11653306,11654226,921,21549530,21646346,96817,1,No,1,9,0
116920,79428963,+,-,Interchromosomal,No,No,GT-TG,NonCanonicalPattern,2,25,E,M,112367,118795,6429,79373540,79433358,59819,1,No,4,27,0
116997238,133180962,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,1,4,E,E,116997186,117014425,17240,133179736,133182837,3102,1,No,2,5,0
11761929,140339,-,-,Interchromosomal,Yes,No,CC-GT,NonCanonicalPattern,1,2,M,M,11597544,11762220,164677,137848,144331,6484,1,No,6,4,0
117886966,96192450,-,-,Interchromosomal,Yes,No,GC-GG,NonCanonicalPattern,1,1,M,E,117858173,117887105,28933,96190721,96192450,1730,1,No,14,1,0
118004717,44582387,-,-,Interchromosomal,Yes,No,AA-GG,NonCanonicalPattern,1,1,M,E,118004710,118006736,2027,44561072,44582387,21316,1,No,1,7,0
118123635,62536434,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,M,118108713,118151950,43238,62462541,62568427,105887,1,No,10,6,0
